X (ECEF),Y (ECEF),Z (ECEF),Northing,Easting,Elevation,dX,dY,dZ,dN,dE,dH,
-2956298.728,5075995.15,2476764.628,2544530.004,169716.106,19.672,-0.004,-0.003,0.001,4.97E-03,1.15E-03,-1.42E-04,
-2956298.728,5075995.146,2476764.628,2544530.006,169716.108,19.669,-0.004,-0.007,0.001,6.98E-03,2.50E-03,-3.32E-03,
-2956298.728,5075995.152,2476764.627,2544530.003,169716.105,19.674,-0.004,-0.001,0,3.96E-03,-4.49E-04,1.06E-03,
-2956298.728,5075995.155,2476764.626,2544530.001,169716.104,19.676,-0.004,0.002,-0.001,2.45E-03,-2.38E-03,3.05E-03,
-2956298.728,5075995.155,2476764.63,2544530.005,169716.104,19.677,-0.004,0.002,0.003,2.45E-03,1.30E-03,4.62E-03,
-2956298.728,5075995.15,2476764.626,2544530.003,169716.106,19.672,-0.004,-0.003,-0.001,4.97E-03,-6.94E-04,-9.24E-04,
-2956298.728,5075995.153,2476764.627,2544530.003,169716.105,19.674,-0.004,0,0,3.46E-03,-7.87E-04,1.85E-03,
-2956298.728,5075995.149,2476764.63,2544530.007,169716.107,19.672,-0.004,-0.004,0.003,5.47E-03,3.33E-03,-1.56E-04,
-2956298.728,5075995.159,2476764.629,2544530.003,169716.102,19.68,-0.004,0.006,0.002,4.37E-04,-9.71E-04,7.41E-03,
-2956298.728,5075995.142,2476764.627,2544530.006,169716.11,19.666,-0.004,-0.011,0,8.99E-03,2.93E-03,-6.90E-03,
-2956298.728,5075995.146,2476764.627,2544530.005,169716.109,19.669,-0.004,-0.007,0,6.98E-03,1.58E-03,-3.71E-03,
-2956298.728,5075995.153,2476764.632,2544530.007,169716.105,19.677,-0.004,0,0.005,3.46E-03,3.82E-03,3.81E-03,
-2956298.728,5075995.157,2476764.63,2544530.004,169716.103,19.679,-0.004,0.004,0.003,1.44E-03,6.24E-04,6.21E-03,
-2956298.728,5075995.156,2476764.628,2544530.003,169716.103,19.677,-0.004,0.003,0.001,1.95E-03,-8.79E-04,4.63E-03,
-2956298.728,5075995.163,2476764.629,2544530.001,169716.1,19.683,-0.004,0.01,0.002,-1.58E-03,-2.32E-03,1.06E-02,
-2956298.728,5075995.157,2476764.626,2544530,169716.103,19.677,-0.004,0.004,-0.001,1.44E-03,-3.06E-03,4.64E-03,
-2956298.728,5075995.154,2476764.634,2544530.009,169716.105,19.678,-0.004,0.001,0.007,2.95E-03,5.32E-03,5.38E-03,
-2956298.728,5075995.151,2476764.629,2544530.005,169716.106,19.674,-0.004,-0.002,0.002,4.46E-03,1.73E-03,1.04E-03,
-2956298.728,5075995.153,2476764.628,2544530.003,169716.105,19.675,-0.004,0,0.001,3.46E-03,1.34E-04,2.24E-03,
-2956298.728,5075995.155,2476764.632,2544530.006,169716.104,19.678,-0.004,0.002,0.005,2.45E-03,3.14E-03,5.40E-03,
-2956298.728,5075995.152,2476764.631,2544530.007,169716.106,19.675,-0.004,-0.001,0.004,3.96E-03,3.23E-03,2.62E-03,
-2956298.728,5075995.151,2476764.627,2544530.004,169716.106,19.673,-0.004,-0.002,0,4.46E-03,-1.11E-04,2.62E-04,
-2956298.728,5075995.146,2476764.62,2544529.998,169716.108,19.666,-0.004,-0.007,-0.007,6.98E-03,-4.87E-03,-6.45E-03,
-2956298.728,5075995.149,2476764.629,2544530.005,169716.107,19.673,-0.004,-0.004,0.002,5.47E-03,2.40E-03,-5.47E-04,
-2956298.728,5075995.154,2476764.631,2544530.006,169716.105,19.678,-0.004,0.001,0.004,2.95E-03,2.56E-03,4.21E-03,
-2956298.728,5075995.151,2476764.629,2544530.005,169716.106,19.674,-0.004,-0.002,0.002,4.46E-03,1.73E-03,1.04E-03,
-2956298.728,5075995.153,2476764.631,2544530.006,169716.105,19.675,-0.004,0,0.004,3.46E-03,2.90E-03,3.42E-03,
-2956298.728,5075995.148,2476764.629,2544530.006,169716.108,19.671,-0.004,-0.005,0.002,5.97E-03,2.74E-03,-1.34E-03,
-2956298.728,5075995.151,2476764.629,2544530.005,169716.106,19.674,-0.004,-0.002,0.002,4.46E-03,1.73E-03,1.04E-03,
-2956298.728,5075995.15,2476764.627,2544530.004,169716.106,19.672,-0.004,-0.003,0,4.97E-03,2.26E-04,-5.33E-04,
-2956298.728,5075995.149,2476764.627,2544530.004,169716.107,19.672,-0.004,-0.004,0,5.47E-03,5.64E-04,-1.33E-03,
-2956298.728,5075995.156,2476764.627,2544530.002,169716.104,19.677,-0.004,0.003,0,1.95E-03,-1.80E-03,4.24E-03,
-2956298.728,5075995.158,2476764.629,2544530.003,169716.103,19.68,-0.004,0.005,0.002,9.40E-04,-6.34E-04,6.61E-03,
-2956298.728,5075995.145,2476764.625,2544530.003,169716.109,19.668,-0.004,-0.008,-0.002,7.48E-03,7.36E-05,-5.29E-03,
-2956298.728,5075995.153,2476764.629,2544530.005,169716.105,19.675,-0.004,0,0.002,3.46E-03,1.05E-03,2.63E-03,
-2956298.728,5075995.153,2476764.626,2544530.002,169716.105,19.674,-0.004,0,-0.001,3.46E-03,-1.71E-03,1.46E-03,
-2956298.728,5075995.155,2476764.629,2544530.004,169716.104,19.677,-0.004,0.002,0.002,2.45E-03,3.79E-04,4.23E-03,
-2956298.728,5075995.152,2476764.63,2544530.005,169716.106,19.675,-0.004,-0.001,0.003,3.96E-03,2.31E-03,2.23E-03,
-2956298.728,5075995.149,2476764.629,2544530.005,169716.107,19.672,-0.004,-0.004,0.002,5.47E-03,2.40E-03,-5.47E-04,
-2956298.728,5075995.153,2476764.629,2544530.004,169716.105,19.675,-0.004,0,0.002,3.46E-03,1.05E-03,2.63E-03,
-2956298.728,5075995.146,2476764.623,2544530.001,169716.108,19.667,-0.004,-0.007,-0.004,6.98E-03,-2.11E-03,-5.28E-03,
-2956298.728,5075995.152,2476764.631,2544530.006,169716.105,19.675,-0.004,-0.001,0.004,3.96E-03,3.23E-03,2.62E-03,
-2956298.728,5075995.157,2476764.63,2544530.004,169716.102,19.679,-0.004,0.004,0.003,1.44E-03,6.24E-04,6.21E-03,
-2956298.728,5075995.156,2476764.634,2544530.008,169716.104,19.68,-0.004,0.003,0.007,1.95E-03,4.64E-03,6.97E-03,
-2956298.728,5075995.152,2476764.628,2544530.003,169716.105,19.674,-0.004,-0.001,0.001,3.96E-03,4.72E-04,1.45E-03,
-2956298.728,5075995.149,2476764.627,2544530.004,169716.107,19.671,-0.004,-0.004,0,5.47E-03,5.64E-04,-1.33E-03,
-2956298.728,5075995.152,2476764.629,2544530.005,169716.106,19.674,-0.004,-0.001,0.002,3.96E-03,1.39E-03,1.84E-03,
-2956298.728,5075995.154,2476764.633,2544530.008,169716.104,19.678,-0.004,0.001,0.006,2.95E-03,4.40E-03,4.99E-03,
-2956298.728,5075995.152,2476764.631,2544530.007,169716.106,19.675,-0.004,-0.001,0.004,3.96E-03,3.23E-03,2.62E-03,
-2956298.728,5075995.154,2476764.632,2544530.007,169716.105,19.678,-0.004,0.001,0.005,2.95E-03,3.48E-03,4.60E-03,
-2956298.728,5075995.159,2476764.635,2544530.008,169716.102,19.682,-0.004,0.006,0.008,4.37E-04,4.55E-03,9.75E-03,
-2956298.728,5075995.152,2476764.628,2544530.004,169716.106,19.674,-0.004,-0.001,0.001,3.96E-03,4.72E-04,1.45E-03,
-2956298.728,5075995.153,2476764.633,2544530.008,169716.105,19.677,-0.004,0,0.006,3.46E-03,4.74E-03,4.20E-03,
-2956298.728,5075995.153,2476764.624,2544530,169716.105,19.673,-0.004,0,-0.003,3.46E-03,-3.55E-03,6.81E-04,
-2956298.728,5075995.149,2476764.636,2544530.012,169716.107,19.675,-0.004,-0.004,0.009,5.47E-03,8.85E-03,2.19E-03,
-2956298.728,5075995.152,2476764.629,2544530.005,169716.105,19.675,-0.004,-0.001,0.002,3.96E-03,1.39E-03,1.84E-03,
-2956298.728,5075995.147,2476764.623,2544530.001,169716.107,19.668,-0.004,-0.006,-0.004,6.48E-03,-2.44E-03,-4.48E-03,
-2956298.728,5075995.15,2476764.625,2544530.002,169716.106,19.672,-0.004,-0.003,-0.002,4.97E-03,-1.61E-03,-1.31E-03,
-2956298.728,5075995.147,2476764.626,2544530.003,169716.108,19.67,-0.004,-0.006,-0.001,6.48E-03,3.19E-04,-3.31E-03,
-2956298.728,5075995.155,2476764.627,2544530.002,169716.104,19.676,-0.004,0.002,0,2.45E-03,-1.46E-03,3.44E-03,
-2956298.728,5075995.147,2476764.628,2544530.006,169716.108,19.67,-0.004,-0.006,0.001,6.48E-03,2.16E-03,-2.53E-03,
-2956298.728,5075995.152,2476764.631,2544530.007,169716.106,19.676,-0.004,-0.001,0.004,3.96E-03,3.23E-03,2.62E-03,
-2956298.728,5075995.149,2476764.631,2544530.008,169716.107,19.673,-0.004,-0.004,0.004,5.47E-03,4.25E-03,2.34E-04,
-2956298.728,5075995.152,2476764.633,2544530.009,169716.106,19.676,-0.004,-0.001,0.006,3.96E-03,5.07E-03,3.40E-03,
-2956298.728,5075995.149,2476764.625,2544530.003,169716.107,19.671,-0.004,-0.004,-0.002,5.47E-03,-1.28E-03,-2.11E-03,
-2956298.728,5075995.149,2476764.626,2544530.003,169716.107,19.671,-0.004,-0.004,-0.001,5.47E-03,-3.57E-04,-1.72E-03,
-2956298.728,5075995.151,2476764.63,2544530.006,169716.106,19.674,-0.004,-0.002,0.003,4.46E-03,2.65E-03,1.43E-03,
-2956298.728,5075995.15,2476764.626,2544530.003,169716.107,19.672,-0.004,-0.003,-0.001,4.97E-03,-6.94E-04,-9.24E-04,
-2956298.728,5075995.15,2476764.627,2544530.004,169716.106,19.672,-0.004,-0.003,0,4.97E-03,2.26E-04,-5.33E-04,
-2956298.728,5075995.156,2476764.627,2544530.002,169716.104,19.677,-0.004,0.003,0,1.95E-03,-1.80E-03,4.24E-03,
-2956298.728,5075995.148,2476764.63,2544530.007,169716.108,19.672,-0.004,-0.005,0.003,5.97E-03,3.66E-03,-9.52E-04,
-2956298.728,5075995.154,2476764.629,2544530.004,169716.105,19.676,-0.004,0.001,0.002,2.95E-03,7.17E-04,3.43E-03,
-2956298.728,5075995.16,2476764.627,2544530,169716.102,19.68,-0.004,0.007,0,-6.64E-05,-3.15E-03,7.42E-03,
-2956298.728,5075995.152,2476764.63,2544530.006,169716.106,19.675,-0.004,-0.001,0.003,3.96E-03,2.31E-03,2.23E-03,
-2956298.728,5075995.155,2476764.625,2544530,169716.105,19.675,-0.004,0.002,-0.002,2.45E-03,-3.30E-03,2.66E-03,
-2956298.728,5075995.152,2476764.622,2544529.998,169716.105,19.672,-0.004,-0.001,-0.005,3.96E-03,-5.05E-03,-8.96E-04,
-2956298.728,5075995.166,2476764.631,2544530.002,169716.099,19.686,-0.004,0.013,0.004,-3.09E-03,-1.49E-03,1.38E-02,
-2956298.728,5075995.156,2476764.626,2544530,169716.103,19.676,-0.004,0.003,-0.001,1.95E-03,-2.72E-03,3.85E-03,
-2956298.728,5075995.157,2476764.626,2544530,169716.103,19.677,-0.004,0.004,-0.001,1.44E-03,-3.06E-03,4.64E-03,
-2956298.728,5075995.15,2476764.624,2544530.001,169716.106,19.671,-0.004,-0.003,-0.003,4.97E-03,-2.54E-03,-1.71E-03,
-2956298.728,5075995.153,2476764.625,2544530.001,169716.105,19.674,-0.004,0,-0.002,3.46E-03,-2.63E-03,1.07E-03,
-2956298.728,5075995.158,2476764.625,2544530,169716.103,19.678,-0.004,0.005,-0.002,9.40E-04,-4.32E-03,5.05E-03,
-2956298.728,5075995.158,2476764.631,2544530.004,169716.103,19.68,-0.004,0.005,0.004,9.40E-04,1.21E-03,7.39E-03,
-2956298.728,5075995.156,2476764.626,2544530.001,169716.104,19.677,-0.004,0.003,-0.001,1.95E-03,-2.72E-03,3.85E-03,
-2956298.728,5075995.153,2476764.632,2544530.007,169716.105,19.677,-0.004,0,0.005,3.46E-03,3.82E-03,3.81E-03,
-2956298.728,5075995.155,2476764.625,2544530,169716.104,19.676,-0.004,0.002,-0.002,2.45E-03,-3.30E-03,2.66E-03,
-2956298.728,5075995.158,2476764.633,2544530.006,169716.102,19.681,-0.004,0.005,0.006,9.40E-04,3.05E-03,8.17E-03,
-2956298.728,5075995.157,2476764.632,2544530.006,169716.103,19.68,-0.004,0.004,0.005,1.44E-03,2.47E-03,6.99E-03,
-2956298.728,5075995.149,2476764.634,2544530.011,169716.107,19.675,-0.004,-0.004,0.007,5.47E-03,7.01E-03,1.41E-03,
-2956298.728,5075995.146,2476764.623,2544530.001,169716.109,19.668,-0.004,-0.007,-0.004,6.98E-03,-2.11E-03,-5.28E-03,
-2956298.728,5075995.152,2476764.625,2544530.001,169716.106,19.673,-0.004,-0.001,-0.002,3.96E-03,-2.29E-03,2.76E-04,
-2956298.728,5075995.154,2476764.63,2544530.005,169716.105,19.677,-0.004,0.001,0.003,2.95E-03,1.64E-03,3.82E-03,
-2956298.728,5075995.153,2476764.63,2544530.006,169716.105,19.676,-0.004,0,0.003,3.46E-03,1.97E-03,3.03E-03,
-2956298.728,5075995.151,2476764.636,2544530.012,169716.106,19.676,-0.004,-0.002,0.009,4.46E-03,8.17E-03,3.78E-03,
-2956298.728,5075995.152,2476764.627,2544530.003,169716.106,19.673,-0.004,-0.001,0,3.96E-03,-4.49E-04,1.06E-03,
-2956298.729,5075995.151,2476764.629,2544530.005,169716.107,19.674,-0.005,-0.002,0.002,5.33E-03,1.53E-03,1.51E-03,
-2956298.729,5075995.157,2476764.632,2544530.006,169716.104,19.681,-0.005,0.004,0.005,2.31E-03,2.27E-03,7.45E-03,
-2956298.729,5075995.147,2476764.625,2544530.003,169716.109,19.67,-0.005,-0.006,-0.002,7.34E-03,-7.98E-04,-3.24E-03,
-2956298.729,5075995.155,2476764.631,2544530.005,169716.105,19.678,-0.005,0.002,0.004,3.31E-03,2.02E-03,5.47E-03,
-2956298.729,5075995.162,2476764.629,2544530.001,169716.101,19.683,-0.005,0.009,0.002,-2.09E-04,-2.18E-03,1.03E-02,
-2956298.729,5075995.146,2476764.633,2544530.01,169716.109,19.672,-0.005,-0.007,0.006,7.84E-03,6.90E-03,-9.07E-04,
-2956298.729,5075995.155,2476764.625,2544530,169716.105,19.676,-0.005,0.002,-0.002,3.31E-03,-3.50E-03,3.13E-03,
-2956298.729,5075995.152,2476764.632,2544530.007,169716.107,19.676,-0.005,-0.001,0.005,4.82E-03,3.96E-03,3.47E-03,
-2956298.729,5075995.167,2476764.634,2544530.004,169716.099,19.689,-0.005,0.014,0.007,-2.73E-03,7.33E-04,1.62E-02,
-2956298.729,5075995.143,2476764.623,2544530.002,169716.11,19.666,-0.005,-0.01,-0.004,9.35E-03,-1.29E-03,-7.20E-03,
-2956298.729,5075995.156,2476764.628,2544530.003,169716.104,19.678,-0.005,0.003,0.001,2.81E-03,-1.08E-03,5.09E-03,
-2956298.729,5075995.154,2476764.629,2544530.004,169716.105,19.677,-0.005,0.001,0.002,3.82E-03,5.20E-04,3.89E-03,
-2956298.729,5075995.158,2476764.633,2544530.006,169716.104,19.682,-0.005,0.005,0.006,1.80E-03,2.85E-03,8.64E-03,
-2956298.729,5075995.15,2476764.628,2544530.004,169716.107,19.673,-0.005,-0.003,0.001,5.83E-03,9.50E-04,3.21E-04,
-2956298.729,5075995.144,2476764.624,2544530.002,169716.11,19.667,-0.005,-0.009,-0.003,8.85E-03,-7.06E-04,-6.01E-03,
-2956298.729,5075995.156,2476764.632,2544530.005,169716.105,19.68,-0.005,0.003,0.005,2.81E-03,2.61E-03,6.66E-03,
-2956298.729,5075995.152,2476764.629,2544530.005,169716.107,19.675,-0.005,-0.001,0.002,4.82E-03,1.20E-03,2.30E-03,
-2956298.729,5075995.148,2476764.634,2544530.01,169716.108,19.673,-0.005,-0.005,0.007,6.84E-03,7.15E-03,1.07E-03,
-2956298.729,5075995.149,2476764.628,2544530.005,169716.108,19.672,-0.005,-0.004,0.001,6.33E-03,1.29E-03,-4.75E-04,
-2956298.729,5075995.151,2476764.632,2544530.008,169716.107,19.675,-0.005,-0.002,0.005,5.33E-03,4.29E-03,2.68E-03,
-2956298.729,5075995.148,2476764.623,2544530,169716.108,19.67,-0.005,-0.005,-0.004,6.84E-03,-2.98E-03,-3.22E-03,
-2956298.729,5075995.148,2476764.627,2544530.004,169716.109,19.671,-0.005,-0.005,0,6.84E-03,7.05E-04,-1.66E-03,
-2956298.729,5075995.156,2476764.631,2544530.005,169716.104,19.679,-0.005,0.003,0.004,2.81E-03,1.69E-03,6.27E-03,
-2956298.729,5075995.15,2476764.626,2544530.003,169716.108,19.672,-0.005,-0.003,-0.001,5.83E-03,-8.91E-04,-4.61E-04,
-2956298.729,5075995.15,2476764.626,2544530.002,169716.108,19.672,-0.005,-0.003,-0.001,5.83E-03,-8.91E-04,-4.61E-04,
-2956298.729,5075995.145,2476764.623,2544530.001,169716.11,19.667,-0.005,-0.008,-0.004,8.35E-03,-1.96E-03,-5.61E-03,
-2956298.729,5075995.158,2476764.627,2544530.001,169716.103,19.679,-0.005,0.005,0,1.80E-03,-2.67E-03,6.29E-03,
-2956298.729,5075995.166,2476764.627,2544529.998,169716.099,19.685,-0.005,0.013,0,-2.22E-03,-5.37E-03,1.27E-02,
-2956298.729,5075995.155,2476764.628,2544530.003,169716.105,19.677,-0.005,0.002,0.001,3.31E-03,-7.38E-04,4.30E-03,
-2956298.729,5075995.165,2476764.631,2544530.002,169716.099,19.686,-0.005,0.012,0.004,-1.72E-03,-1.35E-03,1.34E-02,
-2956298.729,5075995.148,2476764.63,2544530.007,169716.109,19.672,-0.005,-0.005,0.003,6.84E-03,3.47E-03,-4.89E-04,
-2956298.729,5075995.15,2476764.629,2544530.006,169716.107,19.674,-0.005,-0.003,0.002,5.83E-03,1.87E-03,7.12E-04,
-2956298.729,5075995.148,2476764.628,2544530.005,169716.108,19.671,-0.005,-0.005,0.001,6.84E-03,1.63E-03,-1.27E-03,
-2956298.729,5075995.149,2476764.625,2544530.002,169716.108,19.671,-0.005,-0.004,-0.002,6.33E-03,-1.47E-03,-1.65E-03,
-2956298.729,5075995.148,2476764.632,2544530.009,169716.109,19.673,-0.005,-0.005,0.005,6.84E-03,5.31E-03,2.93E-04,
-2956298.729,5075995.15,2476764.628,2544530.004,169716.107,19.673,-0.005,-0.003,0.001,5.83E-03,9.50E-04,3.21E-04,
-2956298.729,5075995.154,2476764.633,2544530.008,169716.106,19.678,-0.005,0.001,0.006,3.82E-03,4.20E-03,5.46E-03,
-2956298.729,5075995.152,2476764.627,2544530.003,169716.107,19.674,-0.005,-0.001,0,4.82E-03,-6.46E-04,1.52E-03,
-2956298.729,5075995.157,2476764.634,2544530.007,169716.104,19.681,-0.005,0.004,0.007,2.31E-03,4.11E-03,8.23E-03,
-2956298.729,5075995.159,2476764.634,2544530.007,169716.103,19.682,-0.005,0.006,0.007,1.30E-03,3.43E-03,9.82E-03,
-2956298.729,5075995.156,2476764.628,2544530.003,169716.104,19.678,-0.005,0.003,0.001,2.81E-03,-1.08E-03,5.09E-03,
-2956298.729,5075995.151,2476764.634,2544530.009,169716.107,19.676,-0.005,-0.002,0.007,5.33E-03,6.14E-03,3.46E-03,
-2956298.729,5075995.15,2476764.629,2544530.005,169716.107,19.673,-0.005,-0.003,0.002,5.83E-03,1.87E-03,7.12E-04,
-2956298.729,5075995.156,2476764.63,2544530.005,169716.104,19.679,-0.005,0.003,0.003,2.81E-03,7.65E-04,5.87E-03,
-2956298.729,5075995.156,2476764.629,2544530.003,169716.105,19.678,-0.005,0.003,0.002,2.81E-03,-1.55E-04,5.48E-03,
-2956298.729,5075995.149,2476764.632,2544530.008,169716.108,19.674,-0.005,-0.004,0.005,6.33E-03,4.97E-03,1.09E-03,
-2956298.729,5075995.158,2476764.633,2544530.007,169716.104,19.681,-0.005,0.005,0.006,1.80E-03,2.85E-03,8.64E-03,
-2956298.729,5075995.154,2476764.631,2544530.006,169716.106,19.678,-0.005,0.001,0.004,3.82E-03,2.36E-03,4.67E-03,
-2956298.729,5075995.155,2476764.63,2544530.004,169716.105,19.678,-0.005,0.002,0.003,3.31E-03,1.10E-03,5.08E-03,
-2956298.729,5075995.154,2476764.628,2544530.003,169716.105,19.676,-0.005,0.001,0.001,3.82E-03,-4.00E-04,3.50E-03,
-2956298.729,5075995.159,2476764.63,2544530.003,169716.103,19.681,-0.005,0.006,0.003,1.30E-03,-2.48E-04,8.26E-03,
-2956298.729,5075995.152,2476764.631,2544530.007,169716.106,19.676,-0.005,-0.001,0.004,4.82E-03,3.04E-03,3.08E-03,
-2956298.729,5075995.152,2476764.627,2544530.003,169716.107,19.674,-0.005,-0.001,0,4.82E-03,-6.46E-04,1.52E-03,
-2956298.729,5075995.153,2476764.634,2544530.009,169716.106,19.678,-0.005,0,0.007,4.32E-03,5.46E-03,5.05E-03,
-2956298.729,5075995.158,2476764.63,2544530.004,169716.103,19.681,-0.005,0.005,0.003,1.80E-03,9.00E-05,7.47E-03,
-2956298.729,5075995.15,2476764.631,2544530.007,169716.108,19.674,-0.005,-0.003,0.004,5.83E-03,3.71E-03,1.49E-03,
-2956298.729,5075995.16,2476764.635,2544530.007,169716.103,19.684,-0.005,0.007,0.008,7.98E-04,4.02E-03,1.10E-02,
-2956298.729,5075995.16,2476764.631,2544530.004,169716.102,19.682,-0.005,0.007,0.004,7.98E-04,3.35E-04,9.45E-03,
-2956298.729,5075995.153,2476764.631,2544530.006,169716.105,19.677,-0.005,0,0.004,4.32E-03,2.70E-03,3.88E-03,
-2956298.729,5075995.158,2476764.634,2544530.007,169716.103,19.682,-0.005,0.005,0.007,1.80E-03,3.77E-03,9.03E-03,
-2956298.729,5075995.159,2476764.632,2544530.005,169716.103,19.682,-0.005,0.006,0.005,1.30E-03,1.59E-03,9.04E-03,
-2956298.729,5075995.153,2476764.629,2544530.005,169716.105,19.676,-0.005,0,0.002,4.32E-03,8.58E-04,3.10E-03,
-2956298.729,5075995.156,2476764.63,2544530.004,169716.104,19.678,-0.005,0.003,0.003,2.81E-03,7.65E-04,5.87E-03,
-2956298.729,5075995.151,2476764.633,2544530.008,169716.107,19.675,-0.005,-0.002,0.006,5.33E-03,5.22E-03,3.07E-03,
-2956298.729,5075995.147,2476764.629,2544530.006,169716.109,19.672,-0.005,-0.006,0.002,7.34E-03,2.88E-03,-1.67E-03,
-2956298.729,5075995.156,2476764.633,2544530.007,169716.104,19.68,-0.005,0.003,0.006,2.81E-03,3.53E-03,7.05E-03,
-2956298.729,5075995.158,2476764.627,2544530.001,169716.104,19.679,-0.005,0.005,0,1.80E-03,-2.67E-03,6.29E-03,
-2956298.729,5075995.155,2476764.634,2544530.008,169716.105,19.679,-0.005,0.002,0.007,3.31E-03,4.78E-03,6.64E-03,
-2956298.729,5075995.157,2476764.633,2544530.007,169716.104,19.681,-0.005,0.004,0.006,2.31E-03,3.19E-03,7.84E-03,
-2956298.729,5075995.152,2476764.628,2544530.004,169716.106,19.675,-0.005,-0.001,0.001,4.82E-03,2.75E-04,1.91E-03,
-2956298.729,5075995.148,2476764.632,2544530.009,169716.108,19.673,-0.005,-0.005,0.005,6.84E-03,5.31E-03,2.93E-04,
-2956298.729,5075995.154,2476764.631,2544530.006,169716.106,19.678,-0.005,0.001,0.004,3.82E-03,2.36E-03,4.67E-03,
-2956298.729,5075995.154,2476764.63,2544530.005,169716.105,19.677,-0.005,0.001,0.003,3.82E-03,1.44E-03,4.28E-03,
-2956298.729,5075995.151,2476764.625,2544530.001,169716.107,19.672,-0.005,-0.002,-0.002,5.33E-03,-2.15E-03,-5.60E-05,
-2956298.729,5075995.168,2476764.64,2544530.01,169716.098,19.692,-0.005,0.015,0.013,-3.23E-03,5.92E-03,1.93E-02,
-2956298.729,5075995.154,2476764.628,2544530.003,169716.105,19.676,-0.005,0.001,0.001,3.82E-03,-4.00E-04,3.50E-03,
-2956298.73,5075995.156,2476764.628,2544530.002,169716.105,19.678,-0.006,0.003,0.001,3.67E-03,-1.27E-03,5.56E-03,
-2956298.73,5075995.155,2476764.631,2544530.005,169716.106,19.679,-0.006,0.002,0.004,4.18E-03,1.83E-03,5.93E-03,
-2956298.73,5075995.156,2476764.636,2544530.009,169716.106,19.681,-0.006,0.003,0.009,3.67E-03,6.09E-03,8.68E-03,
-2956298.73,5075995.158,2476764.625,2544529.998,169716.104,19.678,-0.006,0.005,-0.002,2.67E-03,-4.71E-03,5.98E-03,
-2956298.73,5075995.151,2476764.626,2544530.002,169716.108,19.673,-0.006,-0.002,-0.001,6.19E-03,-1.43E-03,7.98E-04,
-2956298.73,5075995.149,2476764.631,2544530.007,169716.109,19.674,-0.006,-0.004,0.004,7.20E-03,3.85E-03,1.16E-03,
-2956298.73,5075995.157,2476764.631,2544530.004,169716.105,19.68,-0.006,0.004,0.004,3.17E-03,1.15E-03,7.52E-03,
-2956298.73,5075995.163,2476764.632,2544530.003,169716.102,19.685,-0.006,0.01,0.005,1.52E-04,4.62E-05,1.27E-02,
-2956298.73,5075995.159,2476764.632,2544530.005,169716.104,19.682,-0.006,0.006,0.005,2.17E-03,1.40E-03,9.51E-03,
-2956298.73,5075995.148,2476764.626,2544530.003,169716.109,19.671,-0.006,-0.005,-0.001,7.70E-03,-4.12E-04,-1.59E-03,
-2956298.73,5075995.157,2476764.629,2544530.003,169716.104,19.679,-0.006,0.004,0.002,3.17E-03,-6.89E-04,6.74E-03,
-2956298.73,5075995.157,2476764.633,2544530.006,169716.104,19.681,-0.006,0.004,0.006,3.17E-03,2.99E-03,8.31E-03,
-2956298.73,5075995.165,2476764.632,2544530.003,169716.101,19.688,-0.006,0.012,0.005,-8.55E-04,-6.29E-04,1.43E-02,
-2956298.73,5075995.158,2476764.631,2544530.005,169716.104,19.681,-0.006,0.005,0.004,2.67E-03,8.14E-04,8.32E-03,
-2956298.73,5075995.156,2476764.632,2544530.006,169716.105,19.68,-0.006,0.003,0.005,3.67E-03,2.41E-03,7.12E-03,
-2956298.73,5075995.151,2476764.631,2544530.006,169716.107,19.676,-0.006,-0.002,0.004,6.19E-03,3.18E-03,2.75E-03,
-2956298.73,5075995.155,2476764.632,2544530.006,169716.106,19.679,-0.006,0.002,0.005,4.18E-03,2.75E-03,6.32E-03,
-2956298.73,5075995.161,2476764.63,2544530.002,169716.102,19.683,-0.006,0.008,0.003,1.16E-03,-1.12E-03,1.03E-02,
-2956298.73,5075995.159,2476764.634,2544530.006,169716.104,19.683,-0.006,0.006,0.007,2.17E-03,3.24E-03,1.03E-02,
-2956298.73,5075995.153,2476764.627,2544530.002,169716.106,19.676,-0.006,0,0,5.18E-03,-1.18E-03,2.78E-03,
-2956298.73,5075995.151,2476764.627,2544530.003,169716.107,19.674,-0.006,-0.002,0,6.19E-03,-5.05E-04,1.19E-03,
-2956298.73,5075995.153,2476764.628,2544530.003,169716.107,19.676,-0.006,0,0.001,5.18E-03,-2.59E-04,3.17E-03,
-2956298.73,5075995.158,2476764.629,2544530.003,169716.104,19.68,-0.006,0.005,0.002,2.67E-03,-1.03E-03,7.54E-03,
-2956298.73,5075995.152,2476764.629,2544530.004,169716.108,19.675,-0.006,-0.001,0.002,5.69E-03,9.99E-04,2.77E-03,
-2956298.73,5075995.157,2476764.633,2544530.006,169716.105,19.681,-0.006,0.004,0.006,3.17E-03,2.99E-03,8.31E-03,
-2956298.73,5075995.151,2476764.634,2544530.009,169716.108,19.677,-0.006,-0.002,0.007,6.19E-03,5.94E-03,3.92E-03,
-2956298.73,5075995.153,2476764.631,2544530.006,169716.107,19.677,-0.006,0,0.004,5.18E-03,2.50E-03,4.34E-03,
-2956298.73,5075995.157,2476764.628,2544530.002,169716.105,19.679,-0.006,0.004,0.001,3.17E-03,-1.61E-03,6.35E-03,
